year_trimmed_final,donor_trimmed_final,organization_name_trimmed_final,city_trimmed_final,county,state_trimmed_final,dues_paid,president_trimmed_final,delegates_trimmed_final,clubs_sending_greetings_trimmed_final,source_image,notes
1906,,Lydian Association,Detroit,,MI,$5.00,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1906,,The Douglas Club,Austin,,TX,$1.50,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1906,,The Alphia Art Club,Birmingham,,AL,$1.40,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1906,,Coterie Club,Topeka,,KS,$1.00,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1906,,F E W Harper League,Pittsburgh,,PA,$4.40,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1906,,Elenore Circle,Detroit,,MI,$2.00,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1906,,Chrisitan Industrial Circle,Detroit,,MI,$4.80,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1906,,Aurora Reading Circle,,Alleghany,PA,$4.80,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1906,,Willing Workers' Society,Detroit,,MI,$10.00,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1906,,Married Ladies' Afternoon Club,Xenia,,OH,$3.20,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1906,,Phyllis Wheatley Woman's Club,New Orleans,,LA,$6.00,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1906,,In As Much Club,Battle Creek,,MI,$2.00,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1906,,"The ""Know Ye Not"" Club",Detroit,,MI,$2.00,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1906,,Lane College Woman's Club,Jackson,,TN,$2.50,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1906,,Woman's Club,Atlanta,,GA,$6.00,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1906,,Woman's Club,Peoria,,IL,$6.00,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1906,,Vashon Mothers' Club,St Louis,,MO,$2.00,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1906,,Ladies' Aid Society,Homestead,,PA,$3.20,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1906,,Rose of New England,Norwich,,CT,$3.20,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1906,,Ann Arbor Woman's Club,Ann Arbor,,MI,$1.70,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1906,,Phyllis Wheatley Club,Mackinaw,,MI,$2.00,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1906,,Study Class,Grand Rapids,,MI,$2.00,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1906,,19th Century Club,Grand Rapids,,MI,$2.00,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1906,,Phyllis Wheatley Club,Chicago,,IL,$11.00,,,,https://drive.google.com/open?id=13cKAmmX5LN8TrKhu9p4GUqpvx_VB-Oz8,
1904,,Women's Club,Wheeling,,PA,$1.50,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Ladies' Culture Club,Anderson,,IN,$1.80,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Our Day Together Club,South Bend,,IN,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Sierra Leone Club,Lawrence,,KS,$2.40,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Windosis Club,Niles,,MI,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Phyllis Wheatley Club,Alton,,IL,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Phyllis Wheatley Club,Nashville,,TN,$5.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Acacia Rose Circle,Knoxville,,TN,$6.40,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Woman's Auxiliary of Y M C A,Topeka,,KS,$1.20,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Colorado State Federation,,,,$2.40,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Celery City Club,Kalamazoo,,MI,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Woman's Club,Springfield,,IL,$4.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Y W C A,Washington,,DC,$17.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Sojourner Truth Club,Montgomery,,AL,$5.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Dahlia Art Club,Colorado Springs,,CO,$2.40,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Ida Joyce Jackson Industrial Club,Colorado Springs,,CO,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Sojourner Truth Ass'n,Washinton,,DC,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Minerva Woman's Club,Cleveland,,OH,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Ladies' Home Circle,Jackson,,MI,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Burden Bearers' Circle of King's Daughters,Louisville,,KY,$6.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Ladies' Auxiliary Y M C A,Louisville,,KY,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,California State Federation,Los Angeles,,CA,$0.50,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Frances Willard W C T U,Jackson,,MI,$3.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Treble Clef Club,Louisville,,KY,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Woman's Club,Charleston,,WV,$3.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Woman's Loyal Union,Charleston,,WV,$5.40,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Mt Zion Congregational Church,Cleveland,,OH,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Phyllis Wheatley Home Ass'n,Detroit,,MI,$2.20,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Reaper's Charity Club,Chicago,,IL,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Woman's Improvement Club,Louisville,,KY,$6.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Ladies' Sewing Circle,Louisville,,KY,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Economical Club,Louisville,,KY,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Board of Managers B W E Convention of Kentucky,,,,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Dearborn Center Club,Chicago,,IL,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Woman's Industiral Club,Louisville,,KY,$4.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Queen Esther Club,Smithers,,WV,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Phyllis Wheatley Culture Club,Springfield,,IL,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Malinda Dunbar Club,Marion,,IN,$1.40,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Woman's Improvement Club,Indianapolis,,IN,$4.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Ladies' Book Club,Cleveland,,OH,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Kensington Art Club,Kansas City,,MO,$3.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Central Mission Band,St Louis,,MO,$4.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Utopia Club,St Louis,,MO,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Ladies' Thursday Club,Jackson,,MS,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Woman's Club,Marietta,,GA,$1.50,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Willing Workers of Allen Temple,Cincinnati,,OH,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,J S Yates Club,Cairo,,IL,$3.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,North Side Woman's Club,Chicago,,IL,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Paul Lawrence Dunbar Club,New Castle,,PA,$4.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Harper W C T U,Colorado Springs,,CO,$2.50,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Woman's League,Kansas City,,MO,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Prudence Crandell Ass'n,Washington,,DC,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Ladies' Benevolent Ass'n,Detroit,,MI,$3.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Home Makers' Club,Institute,,WV,$3.20,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Life Line Club,Denver,,CO,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Adelphia Club,St Paul,,MN,$3.10,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Woman's Loyal Union,New Bedford,,MA,$5.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Northeastern Federation,Dorchester,,MA,$9.60,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Celery City Woman's Club,Kalamazoo,,MI,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Jefferson City Woman's Club,Jefferson City,,MO,$4.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Phyllis Wheatley Club,St Paul,,MN,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Mothers' Congress,Topeka,,KS,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,M E C Smith Club,Jacksonville,,FL,$6.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Woman's Club,Springfield,,IL,$6.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Woman's Club,Indianapolis,,IN,$5.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Flora Grant Mite Missionary Society,Indianapolis,,IN,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The East End Needle Circle,Indianapolis,,IN,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Woman's Club,Tuskegee,,AL,$10.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Woman's Civic League,Chicago,,IL,$10.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The West Side Kaffee Klatch,Chicago,,IL,$2.40,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Ida B Wells Club,Chicago,,IL,$6.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Silver Cross King's Daughters,Cleveland,,OH,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Arkansas State Federation,Ft Smith,,AR,$1.50,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Phyllis Wheatley Club,Ft Smith,,AR,$2.60,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Malinda Dunbar Club,Marion,,IN,$1.40,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Ohio State Federation,,,,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Busy Bee Club,Rochester,,NY,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Woman's League,Kansas City,,MO,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Susan B Anthony Club,Rochester,,NY,$3.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Phyllis Wheatley Culture Club,Detroit,,MI,$3.40,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The King Catchwell Club,Louisville,,KY,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Eurydice Club,Marion,,IN,$3.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Missouri State Federation,Kansas City,,MO,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Cornell Charity Club,Chicago,,IL,$8.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Orphan Home Board,St Louis,,MO,$4.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Dunbar Self Culture Club,St Louis,,MO,$3.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The M T C Club,Minneapolis,,MN,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Twin City Maids and Matrons Club,St Paul and Minneapolis,,MN,$3.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Monday Art Club,St Paul,,MN,$3.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Social Improvement Club,St Paul,,MN,$2.70,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Palm Lead Club,Minneapolis,,MN,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Arbutus Club,Minneapolis,,MN,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Tuesday Industrial Club,Minneapolis,,MN,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Book Club,Duluth,,MN,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Minnesota State Federation,St Paul,,MN,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,"The Mother's Union, Ebenezer Baptist Church",Chicago,,IL,$4.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Married Ladies' Thimble Club,St Louis,,MO,$3.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Independence Club,Cincinnati,,OH,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Harper W C T U,St Louis,,MO,$4.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Phyllis Wheatley Culture Club,Springfield,,OH,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Friday Study Club,Cleveland,,OH,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Wheel of Progress Club,Cincinnati,,OH,$4.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Minerva Reading Club,Cleveland,,OH,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Old Folks' Ass'n of Colored Women,Cleveland,,OH,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Thurman W C T U,Cleveland,,OH,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Ladies' Aid Society,Homestead,,PA,$0.40,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Colorado State Federation,Pueblo,,CO,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Woman's 20th Century Club,Waugh,,AL,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Phyllis Wheatley Club,Buffalo,,NY,$6.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Woman's Progressive Club,Salt Lake,,UT,$2.70,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Phyllis Wheatley Club,Grand Rapids,,MI,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Woman's Home and Foreign Missionary Board,Louisville,,KY,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The M W C League,Mt Hope,,WV,$1.40,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Progressive Study Club,Kansas City,,MO,$2.50,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Woman's Club,Little Rock,,AR,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Equal Suffrage Club,Brooklyn,,NY,$1.30,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Willing Workers' Club,Cincinnati,,OH,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Fortnightly Reading Club,Columbus,,OH,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Woman's Mite Missionary Society of St John's A M E Church,Cleveland,,OH,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Independent Sisters,Dayton,,OH,$3.40,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Book Lovers' Club,Kansas City,,MO,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Antioch Baptist Missionary Ass'n,Cleveland,,OH,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The City Federation,Hot Springs,,AR,$4.90,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Pennsylvania State Federation,Pittsburgh,,PA,$2.10,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Harriet Beecher Stowe Reading Club,Des Moines,,IA,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Olive Branch Club,Jefferson,,MO,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Woman's Christian Social and Literary Club,Peoria,,IL,$5.20,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Board of Baptist Women's Missionary Convention,Louisville,,KY,$3.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Sunshine Circle of King's Daughters,Chicago,,IL,$4.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,New York State Federation,Rochester,,NY,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The City Federation,Cleveland,,OH,$1.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,Dearborn Center Club,Chicago,,IL,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Woman's Club,Memphis,,TN,$3.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Harper Married Ladies' Club,St Louis,,MO,$4.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The Woman's Club,Butte,,MT,$2.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,,The J G Woman's Club,Evanston,,IL,$3.70,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,
1904,Mrs B T Washington,,,,,$88.38,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,"""from subscriptions sent for ""Notes"" to July, 1906, per Mrs B T Washington"" "
1904,,,,,,$11.45,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,sale of minutes
1904,,,,,,$20.40,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,sale of badges 
1904,,,,,,$12.00,,,,https://drive.google.com/open?id=1YrjZ3d4uxzbJTDBqy_JJOyN2gxUvtwgT,returned from validating agent 
1904,Mrs Lucy Thurman,,,,,$53.63,,,,https://drive.google.com/open?id=19tMvQhnp1hVMGoIR3BUNrXucoqqDIcOb,"to cash receipts from ways and means committee per mrs lucy thurman, chairman "
1904,,,,,,$54.15,,,,https://drive.google.com/open?id=19tMvQhnp1hVMGoIR3BUNrXucoqqDIcOb,to cash receipts from kindergarten fund 
1899,Mrs M C Terrell,,,,,$29.73,,,,https://drive.google.com/open?id=19tMvQhnp1hVMGoIR3BUNrXucoqqDIcOb,financial statement of the kindergarten fund: 
1905,Mrs F D Ratley,,Denver,,CO,$2.10,,,,https://drive.google.com/open?id=19tMvQhnp1hVMGoIR3BUNrXucoqqDIcOb,
1905,Mrs Lena Seymore,,Colorado Springs,,CO,$2.05,,,,https://drive.google.com/open?id=19tMvQhnp1hVMGoIR3BUNrXucoqqDIcOb,
1905,Mrs L D Hickman,,St Paul,,MN,$4.13,,,,https://drive.google.com/open?id=19tMvQhnp1hVMGoIR3BUNrXucoqqDIcOb,
